,timespan,SleepStatus,actigraphy,light,Schedule,detailed_sleepwake
612,612,Wake,9.0,0.61,0,0.0
613,613,Wake,0.0,0.56,0,0.0
614,614,Wake,3.0,0.56,0,1.0
615,615,Wake,321.0,0.63,0,1.0
616,616,Wake,390.0,18.62,0,1.0
617,617,Wake,416.0,19.44,0,1.0
618,618,Wake,390.0,16.0,0,1.0
619,619,Wake,697.0,39.74,0,1.0
620,620,Wake,444.0,12.88,0,1.0
621,621,Wake,460.0,24.15,0,1.0
622,622,Wake,959.0,26.33,0,1.0
623,623,Wake,310.0,16.0,0,1.0
624,624,Wake,490.0,14.36,0,1.0
625,625,Wake,743.0,11.56,0,1.0
626,626,Wake,506.0,114.86,0,1.0
627,627,Wake,416.0,331.99,0,1.0
628,628,Wake,654.0,439.97,0,1.0
629,629,Wake,614.0,430.54,0,1.0
630,630,Wake,37.0,339.26,0,1.0
631,631,Wake,45.0,155.55,0,1.0
632,632,Wake,131.0,112.4,0,1.0
633,633,Wake,262.0,43.34,0,1.0
634,634,Wake,108.0,57.43,0,1.0
635,635,Wake,353.0,16.0,0,1.0
636,636,Wake,136.0,41.5,0,1.0
637,637,Wake,126.0,41.5,0,1.0
638,638,Wake,9.0,45.25,0,1.0
639,639,Wake,199.0,38.05,0,1.0
640,640,Wake,74.0,30.64,0,1.0
641,641,Wake,299.0,6.3,0,1.0
642,642,Wake,490.0,331.99,0,1.0
643,643,Wake,403.0,570.57,0,1.0
644,644,Wake,378.0,297.91,0,1.0
645,645,Wake,594.0,57.43,0,1.0
646,646,Wake,959.0,3.02,0,1.0
647,647,Wake,675.0,9.93,0,1.0
648,648,Wake,1089.0,66.83,0,1.0
649,649,Wake,930.0,32.7,0,1.0
650,650,Wake,634.0,10.37,0,1.0
651,651,Wake,793.0,20.3,0,1.0
652,652,Wake,416.0,10.83,0,1.0
653,653,Wake,416.0,7.5,0,1.0
654,654,Wake,403.0,7.5,0,1.0
655,655,Wake,430.0,6.87,0,1.0
656,656,Wake,430.0,6.04,0,1.0
657,657,Wake,475.0,7.18,0,1.0
658,658,Wake,299.0,11.31,0,1.0
659,659,Wake,506.0,6.44,0,1.0
660,660,Wake,444.0,5.78,0,1.0
661,661,Wake,310.0,6.44,0,1.0
662,662,Wake,332.0,6.58,0,1.0
663,663,Wake,768.0,4.76,0,1.0
664,664,Wake,444.0,6.44,0,1.0
665,665,Wake,430.0,6.87,0,1.0
666,666,Wake,506.0,8.0,0,1.0
667,667,Wake,378.0,13.45,0,1.0
668,668,Wake,342.0,10.37,0,1.0
669,669,Wake,506.0,8.0,0,1.0
670,670,Wake,634.0,11.81,0,1.0
671,671,Wake,430.0,10.83,0,1.0
672,672,Wake,403.0,10.6,0,1.0
673,673,Wake,444.0,10.37,0,1.0
674,674,Wake,342.0,8.18,0,1.0
675,675,Wake,416.0,14.05,0,1.0
676,676,Wake,390.0,14.99,0,1.0
677,677,Wake,444.0,8.0,0,1.0
678,678,Wake,460.0,7.34,0,1.0
679,679,Wake,365.0,17.45,0,1.0
680,680,Wake,290.0,12.34,0,1.0
681,681,Wake,490.0,15.32,0,1.0
682,682,Wake,540.0,7.18,0,1.0
683,683,Wake,768.0,11.56,0,1.0
684,684,Wake,2105.0,8.92,0,1.0
685,685,Wake,1400.0,11.07,0,1.0
686,686,Wake,634.0,12.88,0,1.0
687,687,Wake,768.0,13.17,0,1.0
688,688,Wake,2171.0,8.54,0,1.0
689,689,Wake,2312.0,8.72,0,1.0
690,690,Wake,506.0,14.67,0,1.0
691,691,Wake,1357.0,13.45,0,1.0
692,692,Wake,2312.0,8.18,0,1.0
693,693,Wake,594.0,5.19,0,1.0
694,694,Wake,1124.0,8.54,0,1.0
695,695,Wake,2105.0,9.11,0,1.0
696,696,Wake,1692.0,5.42,0,1.0
697,697,Wake,523.0,2.89,0,1.0
698,698,Wake,506.0,2.89,0,1.0
699,699,Wake,634.0,17.45,0,1.0
700,700,Wake,1089.0,44.29,0,1.0
701,701,Wake,793.0,15.32,0,1.0
702,702,Wake,575.0,5.08,0,1.0
703,703,Wake,675.0,155.55,0,1.0
704,704,Wake,614.0,570.57,0,1.0
705,705,Wake,594.0,608.87,0,1.0
706,706,Wake,342.0,197.4,0,1.0
707,707,Wake,3.0,224.8,0,1.0
708,708,Wake,37.0,285.28,0,1.0
709,709,Wake,11.0,386.35,0,1.0
710,710,Wake,290.0,261.61,0,1.0
711,711,Wake,237.0,37.24,0,1.0
712,712,Wake,156.0,45.25,0,1.0
713,713,Wake,74.0,52.66,0,1.0
714,714,Wake,140.0,37.24,0,1.0
715,715,Wake,56.0,58.69,0,1.0
716,716,Wake,207.0,35.66,0,1.0
717,717,Wake,768.0,117.38,0,1.0
718,718,Wake,353.0,324.88,0,1.0
719,719,Wake,540.0,114.86,0,1.0
720,720,Wake,594.0,189.03,0,1.0
721,721,Wake,523.0,7.03,0,1.0
722,722,Wake,901.0,12.61,0,1.0
723,723,Wake,720.0,10.15,0,1.0
724,724,Wake,614.0,10.15,0,1.0
725,725,Wake,321.0,12.07,0,1.0
726,726,Wake,290.0,6.3,0,1.0
727,727,Wake,222.0,11.81,0,1.0
728,728,Wake,290.0,10.15,0,1.0
729,729,Wake,353.0,8.35,0,1.0
730,730,Wake,262.0,10.37,0,1.0
731,731,Wake,,9.72,0,1.0
732,732,Wake,,11.07,0,1.0
733,733,Wake,,9.72,0,
734,734,Wake,,,0,
735,735,Wake,,,0,
736,736,Wake,,,0,
737,737,Wake,,,0,
738,738,Wake,,,0,
739,739,Wake,,,0,
740,740,Wake,,,0,
741,741,Wake,,,0,
742,742,Wake,,,0,
743,743,Wake,,,0,
744,744,Wake,,,0,
745,745,Wake,,,0,
746,746,Wake,,,0,
747,747,Wake,,,0,
748,748,Wake,,,0,
749,749,Wake,,,0,
750,750,Wake,,,0,
751,751,Wake,,,0,
752,752,Wake,,,0,
753,753,Wake,,,0,
754,754,Wake,,,0,
755,755,Wake,,,0,
756,756,Wake,,,0,
757,757,Wake,,,0,
758,758,Wake,,,0,
759,759,Wake,,,0,
760,760,Wake,,,0,
761,761,Wake,,,0,
762,762,Wake,,,0,
763,763,Wake,,,0,
764,764,Wake,,,0,
765,765,Wake,,,0,
766,766,Wake,,,0,
767,767,Wake,,,0,
768,768,Wake,,,0,
769,769,Wake,,,0,
770,770,Wake,,,0,
771,771,Wake,,,0,
772,772,Wake,,,0,
773,773,Wake,,,0,
774,774,Wake,,,0,
775,775,Wake,,20.3,0,
776,776,Wake,,18.62,0,1.0
777,777,Wake,,20.3,0,1.0
778,778,Wake,,19.44,0,1.0
779,779,Wake,,94.52,0,1.0
780,780,Wake,,25.22,0,1.0
781,781,Wake,,18.62,0,1.0
782,782,Wake,,11.81,0,1.0
783,783,Wake,,2.33,0,1.0
784,784,Wake,,11.07,0,1.0
785,785,Wake,,12.61,0,1.0
786,786,Wake,,139.59,0,1.0
787,787,Wake,,16.35,0,1.0
788,788,Wake,,3.02,0,1.0
789,789,Wake,,4.46,0,1.0
790,790,Wake,,1141.13,0,1.0
791,791,Wake,,1479.87,0,1.0
792,792,Wake,,4008.23,0,1.0
793,793,Wake,,2834.25,0,1.0
794,794,Wake,,17.83,0,1.0
795,795,Wake,,4.65,0,1.0
796,796,Wake,,4.65,0,1.0
797,797,Wake,,25.22,0,1.0
798,798,Wake,,16.35,0,1.0
799,799,Wake,,6.73,0,1.0
800,800,Wake,,6.3,0,1.0
801,801,Wake,,37.24,0,1.0
802,802,Wake,,14.36,0,1.0
803,803,Wake,,10.37,0,1.0
804,804,Wake,,3.75,0,1.0
805,805,Wake,,13.45,0,1.0
806,806,Wake,,16.71,0,1.0
807,807,Wake,,9.11,0,1.0
808,808,Wake,,7.34,0,1.0
809,809,Wake,,1512.27,0,1.0
810,810,Wake,,1759.87,0,1.0
811,811,Wake,,2048.0,0,1.0
812,812,Wake,,756.14,0,1.0
813,813,Wake,,980.59,0,1.0
814,814,Wake,,693.38,0,1.0
815,815,Wake,,1417.12,0,1.0
816,816,Wake,,1759.87,0,1.0
817,817,Wake,,2435.5,0,1.0
818,818,Wake,,331.99,0,1.0
819,819,Wake,,65.4,0,1.0
820,820,Wake,,62.63,0,1.0
821,821,Wake,,62.63,0,1.0
822,822,Wake,,56.2,0,1.0
823,823,Wake,,56.2,0,1.0
824,824,Wake,,56.2,0,1.0
825,825,Wake,,64.0,0,1.0
826,826,Wake,,58.69,0,1.0
827,827,Wake,,55.0,0,1.0
828,828,Wake,,72.88,0,1.0
829,829,Wake,,68.3,0,1.0
830,830,Wake,,57.43,0,1.0
831,831,Wake,,65.4,0,1.0
832,832,Wake,,66.83,0,1.0
833,833,Wake,,61.29,0,1.0
834,834,Wake,,58.69,0,1.0
835,835,Wake,,77.78,0,1.0
836,836,Wake,,72.88,0,1.0
837,837,Wake,,74.48,0,1.0
838,838,Wake,,61.29,0,1.0
839,839,Wake,,47.26,0,1.0
840,840,Wake,,51.54,0,1.0
841,841,Wake,,48.29,0,1.0
842,842,Wake,,61.29,0,1.0
843,843,Wake,,62.63,0,1.0
844,844,Wake,,69.79,0,1.0
845,845,Wake,,79.48,0,1.0
846,846,Wake,,81.22,0,1.0
847,847,Wake,6.0,96.59,0,1.0
848,848,Wake,557.0,98.7,0,1.0
849,849,Wake,150.0,69.79,0,1.0
850,850,Wake,193.0,71.32,0,1.0
851,851,Wake,187.0,65.4,0,1.0
852,852,Wake,86.0,25.77,0,1.0
853,853,Wake,332.0,96.59,0,1.0
854,854,Wake,290.0,65.4,0,1.0
855,855,Wake,174.0,128.0,0,1.0
856,856,Wake,271.0,29.99,0,1.0
857,857,Wake,52.0,0.01,0,1.0
858,858,Wake,42.0,28.72,0,1.0
859,859,Wake,262.0,41.5,0,1.0
860,860,Wake,180.0,66.83,0,1.0
861,861,Wake,540.0,36.44,0,1.0
862,862,Wake,162.0,53.82,0,1.0
863,863,Wake,245.0,50.43,0,1.0
864,864,Wake,675.0,58.69,0,1.0
865,865,Wake,654.0,2282.26,0,1.0
866,866,Wake,460.0,1837.78,0,1.0
867,867,Wake,430.0,331.99,0,1.0
868,868,Wake,365.0,30.64,0,1.0
869,869,Wake,540.0,18.62,1,1.0
870,870,Wake,290.0,806.9,1,1.0
871,871,Wake,140.0,842.63,1,1.0
872,872,Wake,214.0,824.57,1,1.0
873,873,Wake,193.0,534.67,1,1.0
874,874,Wake,180.0,169.63,1,1.0
875,875,Wake,103.0,4.86,1,1.0
876,876,Wake,145.0,4.36,1,1.0
877,877,Wake,654.0,1.87,1,1.0
878,878,Wake,575.0,201.73,1,1.0
879,879,Wake,390.0,512.0,1,1.0
880,880,Wake,614.0,119.95,1,1.0
881,881,Wake,1235.0,20.75,1,1.0
882,882,Wake,1235.0,26.91,1,1.0
883,883,Wake,1124.0,24.68,1,1.0
884,884,Wake,1022.0,58.69,1,1.0
885,885,Wake,1089.0,31.31,1,1.0
886,886,Wake,1055.0,29.34,1,1.0
887,887,Wake,444.0,32.7,1,1.0
888,888,Wake,460.0,37.24,1,1.0
889,889,Wake,540.0,42.41,1,1.0
890,890,Wake,930.0,32.7,1,1.0
891,891,Wake,271.0,69.79,1,1.0
892,892,Wake,540.0,52.66,1,1.0
893,893,Wake,594.0,51.54,1,1.0
894,894,Wake,122.0,49.35,1,1.0
895,895,Wake,237.0,45.25,1,1.0
896,896,Wake,594.0,57.43,1,1.0
897,897,Wake,460.0,56.2,1,1.0
898,898,Wake,378.0,58.69,1,1.0
899,899,Wake,245.0,51.54,1,1.0
900,900,Wake,390.0,65.4,1,1.0
901,901,Wake,299.0,61.29,1,1.0
902,902,Wake,353.0,59.97,1,1.0
903,903,Wake,557.0,49.35,1,1.0
904,904,Wake,230.0,49.35,1,1.0
905,905,Wake,310.0,49.35,1,1.0
906,906,Wake,460.0,24.68,1,1.0
907,907,Wake,873.0,38.89,1,1.0
908,908,Wake,675.0,38.89,1,1.0
909,909,Wake,48.0,14.99,1,1.0
910,910,Wake,49.0,14.99,1,1.0
911,911,Wake,46.0,12.88,1,1.0
912,912,Wake,1124.0,20.3,1,1.0
913,913,Wake,475.0,49.35,1,1.0
914,914,Wake,390.0,55.0,1,1.0
915,915,Wake,697.0,19.44,1,1.0
916,916,Wake,540.0,25.22,1,1.0
917,917,Wake,1055.0,49.35,1,1.0
918,918,Wake,444.0,38.89,1,1.0
919,919,Wake,1089.0,16.71,1,1.0
920,920,Wake,1022.0,14.99,1,1.0
921,921,Wake,594.0,4.46,1,1.0
922,922,Wake,793.0,10.15,1,1.0
923,923,Wake,697.0,9.51,1,1.0
924,924,Wake,1275.0,10.6,1,1.0
925,925,Wake,1160.0,23.12,1,1.0
926,926,Wake,594.0,20.3,1,1.0
927,927,Wake,444.0,10.37,1,1.0
928,928,Wake,1160.0,16.71,1,1.0
929,929,Wake,768.0,38.89,1,1.0
930,930,Wake,959.0,15.32,1,1.0
931,931,Wake,523.0,4.36,1,1.0
932,932,Wake,1357.0,16.35,1,1.0
933,933,Wake,523.0,16.0,1,1.0
934,934,Wake,675.0,20.3,1,1.0
935,935,Wake,1089.0,43.34,1,1.0
936,936,Wake,1160.0,29.99,1,1.0
937,937,Wake,416.0,311.1,1,1.0
938,938,Wake,793.0,261.61,1,1.0
939,939,Wake,930.0,13.75,1,1.0
940,940,Wake,675.0,28.72,1,1.0
941,941,Wake,930.0,20.75,1,1.0
942,942,Wake,819.0,41.5,1,1.0
943,943,Wake,793.0,33.42,1,1.0
944,944,Wake,768.0,32.0,1,1.0
945,945,Wake,594.0,50.43,1,1.0
946,946,Wake,378.0,28.72,1,1.0
947,947,Wake,321.0,55.0,1,1.0
948,948,Wake,575.0,31.31,1,1.0
949,949,Wake,575.0,65.4,1,1.0
950,950,Wake,86.0,74.48,1,1.0
951,951,Wake,262.0,74.48,1,1.0
952,952,Wake,321.0,61.29,1,1.0
953,953,Wake,444.0,28.72,1,1.0
954,954,Wake,475.0,55.0,1,1.0
955,955,Wake,490.0,62.63,1,1.0
956,956,Wake,403.0,72.88,1,1.0
957,957,Wake,353.0,65.4,1,1.0
958,958,Wake,281.0,53.82,1,1.0
959,959,Wake,460.0,51.54,1,1.0
960,960,Wake,299.0,38.89,1,1.0
961,961,Wake,793.0,21.2,1,1.0
962,962,Wake,793.0,18.22,1,1.0
963,963,Wake,873.0,23.63,1,1.0
964,964,Wake,930.0,14.67,1,1.0
965,965,Wake,262.0,8.72,1,1.0
966,966,Wake,675.0,9.72,1,1.0
967,967,Wake,697.0,18.22,1,1.0
968,968,Wake,1275.0,25.77,1,1.0
969,969,Wake,1089.0,32.7,1,1.0
970,970,Wake,444.0,30.64,1,1.0
971,971,Wake,793.0,45.25,1,1.0
972,972,Wake,768.0,38.05,1,1.0
973,973,Wake,819.0,10.15,1,1.0
974,974,Wake,697.0,42.41,1,1.0
975,975,Wake,378.0,49.35,1,1.0
976,976,Wake,575.0,58.69,1,1.0
977,977,Wake,506.0,65.4,1,1.0
978,978,Wake,506.0,69.79,1,1.0
979,979,Wake,768.0,62.63,1,1.0
980,980,Wake,523.0,74.48,1,1.0
981,981,Wake,332.0,69.79,1,1.0
982,982,Wake,378.0,68.3,1,1.0
983,983,Wake,460.0,65.4,1,1.0
984,984,Wake,378.0,72.88,1,1.0
985,985,Wake,353.0,71.32,1,1.0
986,986,Wake,430.0,45.25,1,1.0
987,987,Wake,873.0,32.0,1,1.0
988,988,Wake,416.0,65.4,1,1.0
989,989,Wake,365.0,83.0,1,1.0
990,990,Wake,290.0,77.78,1,1.0
991,991,Wake,108.0,69.79,1,1.0
992,992,Wake,310.0,46.25,1,1.0
993,993,Wake,594.0,46.25,1,1.0
994,994,Wake,634.0,51.54,1,1.0
995,995,Wake,697.0,39.74,1,1.0
996,996,Wake,430.0,44.29,1,1.0
997,997,Wake,430.0,40.61,1,1.0
998,998,Wake,793.0,37.24,1,1.0
999,999,Wake,654.0,68.3,1,1.0
1000,1000,Wake,873.0,47.26,1,1.0
1001,1001,Wake,222.0,72.88,1,1.0
1002,1002,Wake,557.0,49.35,1,1.0
1003,1003,Wake,819.0,21.2,1,1.0
1004,1004,Wake,1055.0,23.63,1,1.0
1005,1005,Wake,634.0,72.88,1,1.0
1006,1006,Wake,332.0,72.88,1,1.0
1007,1007,Wake,365.0,69.79,1,1.0
1008,1008,Wake,222.0,69.79,1,1.0
1009,1009,Wake,444.0,72.88,1,1.0
1010,1010,Wake,540.0,66.83,1,1.0
1011,1011,Wake,594.0,68.3,1,1.0
1012,1012,Wake,990.0,47.26,1,1.0
1013,1013,Wake,675.0,109.99,1,1.0
1014,1014,Wake,353.0,128.0,1,1.0
1015,1015,Wake,697.0,88.57,1,1.0
1016,1016,Wake,819.0,112.4,1,1.0
1017,1017,Wake,444.0,103.07,1,1.0
1018,1018,Wake,901.0,103.07,1,1.0
1019,1019,Wake,506.0,112.4,1,1.0
1020,1020,Wake,150.0,130.8,1,1.0
1021,1021,Wake,743.0,94.52,1,1.0
1022,1022,Wake,557.0,57.43,1,1.0
1023,1023,Wake,634.0,14.05,1,1.0
1024,1024,Wake,557.0,13.75,1,1.0
1025,1025,Wake,290.0,119.95,1,1.0
1026,1026,Wake,96.0,139.59,1,1.0
1027,1027,Wake,378.0,130.8,1,1.0
1028,1028,Wake,430.0,130.8,1,1.0
1029,1029,Wake,990.0,112.4,1,1.0
1030,1030,Wake,594.0,81.22,1,1.0
1031,1031,Wake,1055.0,16.71,1,1.0
1032,1032,Wake,819.0,9.11,1,1.0
1033,1033,Wake,793.0,8.72,1,1.0
1034,1034,Wake,873.0,11.07,1,1.0
1035,1035,Wake,720.0,74.48,1,1.0
1036,1036,Wake,353.0,34.15,1,1.0
1037,1037,Wake,575.0,107.63,1,1.0
1038,1038,Wake,19.0,130.8,1,1.0
1039,1039,Wake,557.0,117.38,1,1.0
1040,1040,Wake,793.0,100.86,1,1.0
1041,1041,Wake,444.0,119.95,1,1.0
1042,1042,Wake,675.0,122.57,1,1.0
1043,1043,Wake,523.0,114.86,1,1.0
1044,1044,Wake,430.0,100.86,1,1.0
1045,1045,Wake,930.0,71.32,1,1.0
1046,1046,Wake,237.0,119.95,1,1.0
1047,1047,Wake,901.0,61.29,1,1.0
1048,1048,Wake,1022.0,72.88,1,1.0
1049,1049,Wake,416.0,58.69,1,1.0
1050,1050,Wake,1124.0,72.88,1,1.0
1051,1051,Wake,557.0,72.88,1,1.0
1052,1052,Wake,557.0,61.29,1,1.0
1053,1053,Wake,1022.0,69.79,1,1.0
1054,1054,Wake,557.0,72.88,1,1.0
1055,1055,Wake,136.0,128.0,1,1.0
1056,1056,Wake,253.0,122.57,1,1.0
1057,1057,Wake,342.0,125.26,1,1.0
1058,1058,Wake,237.0,128.0,1,1.0
1059,1059,Wake,321.0,125.26,1,1.0
1060,1060,Wake,281.0,125.26,1,1.0
1061,1061,Wake,403.0,128.0,1,1.0
1062,1062,Wake,271.0,100.86,1,1.0
1063,1063,Wake,342.0,119.95,1,1.0
1064,1064,Wake,299.0,125.26,1,1.0
1065,1065,Wake,378.0,114.86,1,1.0
1066,1066,Wake,506.0,125.26,1,1.0
1067,1067,Wake,290.0,125.26,1,1.0
1068,1068,Wake,245.0,130.8,1,1.0
1069,1069,Wake,490.0,122.57,1,1.0
1070,1070,Wake,634.0,74.48,1,1.0
1071,1071,Wake,1022.0,55.0,1,1.0
1072,1072,Wake,1160.0,23.63,1,1.0
1073,1073,Wake,1539.0,6.04,1,1.0
1074,1074,Wake,1089.0,4.56,1,1.0
1075,1075,Wake,460.0,4.09,1,1.0
1076,1076,Wake,1022.0,28.72,1,1.0
1077,1077,Wake,1197.0,65.4,1,1.0
1078,1078,Wake,1491.0,45.25,1,1.0
1079,1079,Wake,990.0,44.29,1,1.0
1080,1080,Wake,845.0,103.07,1,1.0
1081,1081,Wake,444.0,109.99,1,1.0
1082,1082,Wake,162.0,122.57,1,1.0
1083,1083,Wake,342.0,109.99,1,1.0
1084,1084,Wake,1022.0,14.67,1,1.0
1085,1085,Wake,819.0,74.48,1,1.0
1086,1086,Wake,1275.0,48.29,1,1.0
1087,1087,Wake,575.0,16.35,1,1.0
1088,1088,Wake,150.0,4.86,1,1.0
1089,1089,Wake,793.0,41.5,1,1.0
1090,1090,Wake,819.0,19.87,1,1.0
1091,1091,Wake,743.0,18.62,1,1.0
1092,1092,Wake,1089.0,32.7,1,1.0
1093,1093,Wake,634.0,19.44,1,1.0
1094,1094,Wake,990.0,24.68,1,1.0
1095,1095,Wake,793.0,53.82,1,1.0
1096,1096,Wake,793.0,5.3,1,1.0
1097,1097,Wake,416.0,52.66,1,1.0
1098,1098,Wake,271.0,68.3,1,1.0
1099,1099,Wake,253.0,71.32,1,1.0
1100,1100,Wake,390.0,59.97,1,1.0
1101,1101,Wake,342.0,74.48,1,1.0
1102,1102,Wake,743.0,50.43,1,1.0
1103,1103,Wake,720.0,33.42,1,1.0
1104,1104,Wake,575.0,71.32,1,1.0
1105,1105,Wake,290.0,88.57,1,1.0
1106,1106,Wake,675.0,69.79,1,1.0
1107,1107,Wake,214.0,94.52,1,1.0
1108,1108,Wake,271.0,94.52,1,1.0
1109,1109,Wake,180.0,84.82,1,1.0
1110,1110,Wake,930.0,56.2,1,1.0
1111,1111,Wake,506.0,72.88,1,1.0
1112,1112,Wake,444.0,44.29,1,1.0
1113,1113,Wake,654.0,74.48,1,1.0
1114,1114,Wake,743.0,58.69,1,1.0
1115,1115,Wake,416.0,12.34,1,1.0
1116,1116,Wake,490.0,58.69,1,1.0
1117,1117,Wake,199.0,83.0,1,1.0
1118,1118,Wake,321.0,77.78,1,1.0
1119,1119,Wake,262.0,79.48,1,1.0
1120,1120,Wake,65.0,96.59,1,1.0
1121,1121,Wake,365.0,96.59,1,1.0
1122,1122,Wake,310.0,98.7,1,1.0
1123,1123,Wake,768.0,69.79,1,1.0
1124,1124,Wake,540.0,86.67,1,1.0
1125,1125,Wake,697.0,51.54,1,1.0
1126,1126,Wake,594.0,20.3,1,1.0
1127,1127,Wake,237.0,43.34,1,1.0
1128,1128,Wake,403.0,83.0,1,1.0
1129,1129,Wake,281.0,109.99,1,1.0
1130,1130,Wake,342.0,98.7,1,1.0
1131,1131,Wake,873.0,74.48,1,1.0
1132,1132,Wake,614.0,88.57,1,1.0
1133,1133,Wake,237.0,90.51,1,1.0
1134,1134,Wake,187.0,105.33,1,1.0
1135,1135,Wake,145.0,107.63,1,1.0
1136,1136,Wake,390.0,94.52,1,1.0
1137,1137,Wake,901.0,16.35,1,1.0
1138,1138,Wake,959.0,36.44,1,1.0
1139,1139,Wake,1089.0,23.63,1,1.0
1140,1140,Wake,873.0,34.9,1,1.0
1141,1141,Wake,506.0,11.31,1,1.0
1142,1142,Wake,594.0,50.43,1,1.0
1143,1143,Wake,353.0,94.52,1,1.0
1144,1144,Wake,873.0,38.89,1,1.0
1145,1145,Wake,901.0,19.44,1,1.0
1146,1146,Wake,506.0,86.67,1,1.0
1147,1147,Wake,214.0,100.86,1,1.0
1148,1148,Wake,321.0,107.63,1,1.0
1149,1149,Wake,460.0,94.52,1,1.0
1150,1150,Wake,207.0,84.82,1,1.0
1151,1151,Wake,594.0,81.22,1,1.0
1152,1152,Wake,540.0,69.79,1,1.0
1153,1153,Wake,199.0,81.22,1,1.0
1154,1154,Wake,310.0,86.67,1,1.0
1155,1155,Wake,253.0,77.78,1,1.0
1156,1156,Wake,390.0,79.48,1,1.0
1157,1157,Wake,162.0,42.41,1,1.0
1158,1158,Wake,162.0,37.24,1,1.0
1159,1159,Wake,634.0,52.66,1,1.0
1160,1160,Wake,430.0,81.22,1,1.0
1161,1161,Wake,403.0,92.49,1,1.0
1162,1162,Wake,460.0,79.48,1,1.0
1163,1163,Wake,77.0,38.89,1,1.0
1164,1164,Wake,262.0,109.99,1,1.0
1165,1165,Wake,46.0,130.8,1,1.0
1166,1166,Wake,28.0,44.29,1,1.0
1167,1167,Wake,40.0,47.26,1,1.0
1168,1168,Wake,96.0,81.22,1,1.0
1169,1169,Wake,131.0,81.22,1,1.0
1170,1170,Wake,93.0,79.48,1,1.0
1171,1171,Wake,237.0,81.22,1,1.0
1172,1172,Wake,136.0,128.0,1,1.0
1173,1173,Wake,901.0,26.91,1,1.0
1174,1174,Wake,475.0,22.63,1,1.0
1175,1175,Wake,403.0,23.63,1,1.0
1176,1176,Wake,290.0,17.07,1,1.0
1177,1177,Wake,150.0,6.04,1,1.0
1178,1178,Wake,40.0,6.17,1,1.0
1179,1179,Wake,93.0,17.45,1,1.0
1180,1180,Wake,140.0,25.22,1,1.0
1181,1181,Wake,444.0,53.82,1,1.0
1182,1182,Wake,540.0,27.5,1,1.0
1183,1183,Wake,299.0,17.45,1,1.0
1184,1184,Wake,1022.0,24.68,1,1.0
1185,1185,Wake,675.0,55.0,1,1.0
1186,1186,Wake,321.0,76.11,1,1.0
1187,1187,Wake,430.0,74.48,1,1.0
1188,1188,Wake,444.0,74.48,1,1.0
1189,1189,Wake,378.0,77.78,1,1.0
1190,1190,Wake,378.0,92.49,1,1.0
1191,1191,Wake,262.0,86.67,1,1.0
1192,1192,Wake,365.0,94.52,1,1.0
1193,1193,Wake,743.0,72.88,1,1.0
1194,1194,Wake,697.0,46.25,1,1.0
1195,1195,Wake,990.0,49.35,1,1.0
1196,1196,Wake,557.0,26.91,1,1.0
1197,1197,Wake,901.0,16.0,1,1.0
1198,1198,Wake,634.0,37.24,1,1.0
1199,1199,Wake,768.0,29.34,1,1.0
1200,1200,Wake,768.0,31.31,1,1.0
1201,1201,Wake,460.0,9.72,1,1.0
1202,1202,Wake,743.0,20.3,1,1.0
1203,1203,Wake,743.0,19.44,1,1.0
1204,1204,Wake,930.0,22.63,1,1.0
1205,1205,Wake,575.0,31.31,1,1.0
1206,1206,Wake,634.0,47.26,1,1.0
1207,1207,Wake,353.0,92.49,1,1.0
1208,1208,Wake,332.0,86.67,1,1.0
1209,1209,Wake,262.0,81.22,1,1.0
1210,1210,Wake,145.0,92.49,1,1.0
1211,1211,Wake,281.0,83.0,1,1.0
1212,1212,Wake,634.0,62.63,1,1.0
1213,1213,Wake,310.0,34.15,1,1.0
1214,1214,Wake,89.0,81.22,1,1.0
1215,1215,Wake,594.0,76.11,1,1.0
1216,1216,Wake,594.0,94.52,1,1.0
1217,1217,Wake,299.0,112.4,1,1.0
1218,1218,Wake,444.0,72.88,1,1.0
1219,1219,Wake,222.0,56.2,1,1.0
1220,1220,Wake,117.0,53.82,1,1.0
1221,1221,Wake,460.0,26.33,1,1.0
1222,1222,Wake,378.0,74.48,1,1.0
1223,1223,Wake,140.0,96.59,1,1.0
1224,1224,Wake,222.0,90.51,1,1.0
1225,1225,Wake,150.0,98.7,1,1.0
1226,1226,Wake,174.0,100.86,1,1.0
1227,1227,Wake,150.0,92.49,1,1.0
1228,1228,Wake,506.0,66.83,1,1.0
1229,1229,Wake,444.0,79.48,1,1.0
1230,1230,Wake,614.0,46.25,1,1.0
1231,1231,Wake,416.0,21.67,1,1.0
1232,1232,Wake,1089.0,16.71,1,1.0
1233,1233,Wake,523.0,19.44,1,1.0
1234,1234,Wake,654.0,16.0,1,1.0
1235,1235,Wake,594.0,13.17,1,1.0
1236,1236,Wake,901.0,20.75,1,1.0
1237,1237,Wake,575.0,13.45,1,1.0
1238,1238,Wake,140.0,46.25,1,1.0
1239,1239,Wake,136.0,103.07,1,1.0
1240,1240,Wake,45.0,107.63,1,1.0
1241,1241,Wake,162.0,100.86,1,1.0
1242,1242,Wake,126.0,107.63,1,1.0
1243,1243,Wake,342.0,88.57,1,1.0
1244,1244,Wake,174.0,96.59,1,1.0
1245,1245,Wake,416.0,90.51,1,1.0
1246,1246,Wake,353.0,77.78,1,1.0
1247,1247,Wake,168.0,17.45,1,1.0
